type,bodyId,hemilineage,side,nt,sign,from_legs,to_legs,interleg_syn,leg_out_syn,mn_direct_syn,total_out_syn,frac_interleg,contra_syn,ipsi_syn,diag_syn,top_pairs,class
IN07B074,811192,07B,R,acetylcholine,1,rm,rm|lf|lh,19.0,52.0,20.0,705,0.027,0.0,0.0,19.0,rm->lf rm->lh,both
IN12B058,812936,12B,R,gaba,-1,lf,lf,19.0,186.0,0.0,246,0.077,0.0,19.0,0.0,lf->lm,ipsilateral
IN20A.22A091,813593,20A/22A,R,acetylcholine,1,rh,rh,19.0,141.0,9.0,246,0.077,7.0,12.0,0.0,rh->rm rh->lh,both
IN19B057,813681,19B,R,acetylcholine,1,rh,rh|lh,19.0,35.0,0.0,791,0.024,14.0,0.0,5.0,rh->lh rh->lm,contralateral
IN04B115,814782,04B,R,acetylcholine,1,rf,rf|rm,19.0,46.0,0.0,160,0.119,0.0,19.0,0.0,rf->rm,ipsilateral
IN20A.22A051,818668,20A/22A,L,acetylcholine,1,lh,lh,19.0,90.0,55.0,101,0.188,0.0,19.0,0.0,lf->lh lm->lh,ipsilateral
IN09A074,819679,09A,L,gaba,-1,lf,lf,19.0,150.0,0.0,307,0.062,0.0,19.0,0.0,lf->lm lf->lh,ipsilateral
IN13B021,902506,13B,R,gaba,-1,lf,lf,19.0,252.0,0.0,1458,0.013,0.0,19.0,0.0,lf->lm,ipsilateral
IN12B065,907242,12B,R,gaba,-1,lh,lh|rh,19.0,125.0,28.0,370,0.051,19.0,0.0,0.0,lh->rh,contralateral
IN03A062_c,907474,03A,L,acetylcholine,1,lh,lh,19.0,709.0,20.0,777,0.024,8.0,0.0,11.0,lh->rf lh->rh,both
IN20A.22A010,908323,20A/22A,L,acetylcholine,1,lh,lh,19.0,421.0,261.0,472,0.04,5.3,13.7,0.0,lm->lh rh->lh lf->lh,ipsilateral
IN23B046,909464,23B,R,acetylcholine,1,rm,rm|rh,19.0,100.0,0.0,585,0.032,0.0,19.0,0.0,rm->rh,ipsilateral
IN23B063,910051,23B,R,acetylcholine,1,rm,rm,19.0,76.0,0.0,481,0.04,0.0,5.0,14.0,rm->lf rm->rh rm->lh,both
IN19B086,910308,19B,L,acetylcholine,1,lh,rh|lh,19.0,25.0,0.0,292,0.065,19.0,0.0,0.0,lh->rh,contralateral
IN04B067,910316,04B,L,acetylcholine,1,lf,lf,19.0,140.0,93.0,325,0.058,5.0,14.0,0.0,lf->lm lf->rf,ipsilateral
IN20A.22A009,803182,20A/22A,R,acetylcholine,1,rm,rm,18.9,324.0,183.0,363,0.052,4.1,14.8,0.0,rh->rm lm->rm rf->rm,ipsilateral
IN03A026_c,805795,03A,L,acetylcholine,1,lh,lh,18.9,607.0,333.0,735,0.026,14.9,3.9,0.1,lh->rh lm->lh,contralateral
IN19B089,813944,19B,L,acetylcholine,1,lh|rh|lm,rh,18.9,24.0,0.0,259,0.073,14.3,0.0,4.6,lh->rh lm->rh,contralateral
IN09A060,800612,09A,L,gaba,-1,lm,lm,18.8,174.0,0.0,468,0.04,0.0,18.8,0.0,lm->lf lh->lm,ipsilateral
IN21A083,814638,21A,R,glutamate,-1,rf|rm,rf,18.8,94.0,17.0,94,0.2,0.0,18.8,0.0,rm->rf,ipsilateral
IN09A092,816539,09A,L,gaba,-1,lm,lm,18.8,150.0,26.0,193,0.097,0.0,18.8,0.0,lf->lm,ipsilateral
IN19B045,906480,19B,R,acetylcholine,1,lh|rh,rh|lh,18.8,36.0,0.0,914,0.021,18.8,0.0,0.0,lh->rh rh->lh,contralateral
IN21A001,801316,21A,L,glutamate,-1,lf,lf,18.7,2194.0,1140.0,2228,0.008,0.0,18.7,0.0,lm->lf,ipsilateral
IN12B031,805059,12B,L,gaba,-1,rm,rm,18.7,236.0,17.0,816,0.023,3.7,14.7,0.3,rm->rh rm->rf lm->rm,ipsilateral
IN06A109,806169,06A,L,gaba,-1,lh|rh,lh,18.7,60.0,0.0,1246,0.015,11.8,6.9,0.0,rh->lh lm->lh,both
IN21A049,806820,21A,L,glutamate,-1,lh,lh,18.7,625.0,344.0,708,0.026,0.0,18.7,0.0,lm->lh lh->lm,ipsilateral
INXXX290,807979,XXX (unassigned),L,unclear,0,lh|rh|lm,rh|lh,18.7,28.0,0.0,324,0.058,12.8,1.7,4.2,lh->rh lm->rh rh->lh,both
IN00A024,810017,00A,M,gaba,-1,lh|rm|lm,rh|lh,18.7,22.0,0.0,272,0.069,5.8,7.2,5.7,rm->rh lh->rh rm->lh,both
IN12A008,904423,12A,R,acetylcholine,1,rm|lh|rh,lh|rm,18.7,27.0,0.0,1820,0.01,3.2,1.1,14.4,rm->lh rh->lh,both
IN05B091,908048,05B,R,gaba,-1,rh|rm,lh|rh,18.7,24.0,0.0,624,0.03,10.4,3.0,5.3,rh->lh rm->lh,both
IN21A073,911819,21A,R,glutamate,-1,lm|rf|rm,lf|rf,18.7,22.0,0.0,148,0.126,4.0,7.4,7.3,lm->lf rf->lf rm->lf,both
IN23B062,808799,23B,L,acetylcholine,1,lf|lm,lf|lm,18.6,39.0,5.0,304,0.061,0.0,18.6,0.0,lm->lf lf->lm,ipsilateral
IN08A023,810852,08A,R,glutamate,-1,rm,rm,18.6,231.0,40.0,237,0.079,6.2,12.4,0.0,rh->rm lm->rm,both
IN11B019,812138,11B,L,gaba,-1,lh|lf,lm|lf,18.6,22.0,0.0,270,0.069,1.1,16.5,0.9,lh->lm lh->lf lf->lm,ipsilateral
IN23B037,802269,23B,L,acetylcholine,1,lm,lm,18.5,177.0,0.0,1037,0.018,6.5,12.0,0.0,lm->lf lm->rm lm->lh,both
IN13A038,803321,13A,L,gaba,-1,lf,lf,18.5,389.0,13.0,453,0.041,11.5,0.2,6.8,rf->lf lf->rm,both
IN04B080,803370,04B,L,acetylcholine,1,lh,lh,18.5,726.0,208.0,927,0.02,0.0,18.5,0.0,lf->lh,ipsilateral
IN17A049,805129,17A,L,acetylcholine,1,lh|rh|lf,lm,18.5,21.0,0.0,743,0.025,0.0,14.4,4.1,lh->lm rh->lm lf->lm,ipsilateral
IN11A042,811792,11A,R,acetylcholine,1,rh|rf|rm,rh|lm|lh,18.5,24.0,5.0,229,0.081,4.8,4.5,9.2,rh->lm rh->lh rm->rh,both
IN08A049,814200,08A,L,glutamate,-1,lf,lf,18.5,225.0,88.0,269,0.069,18.5,0.0,0.0,rf->lf,contralateral
IN16B079,810841,16B,L,glutamate,-1,lh,rm|lh,18.4,26.0,0.0,457,0.04,0.0,0.0,18.4,lh->rm,both
IN17A049,904032,17A,R,acetylcholine,1,rh,rm,18.4,21.0,0.0,458,0.04,0.0,16.0,2.4,rh->rm lh->rm,ipsilateral
IN13A035,907315,13A,L,gaba,-1,lf,lf,18.4,503.0,224.0,610,0.03,11.8,6.6,0.0,rf->lf lh->lf,both
IN21A035,806175,21A,R,glutamate,-1,rf,rf,18.3,376.0,37.0,402,0.046,18.3,0.0,0.0,lf->rf,contralateral
IN20A.22A030,807355,20A/22A,L,acetylcholine,1,lh,lh,18.3,308.0,172.0,332,0.055,0.0,18.3,0.0,lh->lm lf->lh,ipsilateral
IN06B066,807444,06B,L,gaba,-1,rh|lm,rh|lh,18.3,34.0,0.0,816,0.022,8.6,3.4,6.3,rh->lh lm->rh lm->lh,both
"IN03A087,IN03A092",807535,03A,R,acetylcholine,1,rh,rh,18.3,401.0,229.0,533,0.034,18.3,0.0,0.0,lh->rh rh->lh,contralateral
IN04B017,903999,04B,R,acetylcholine,1,rm,rm,18.3,702.0,180.0,915,0.02,18.3,0.0,0.0,lm->rm rm->lm,contralateral
IN23B014,906360,23B,R,acetylcholine,1,rm,rm,18.3,74.0,0.0,1858,0.01,0.0,18.3,0.0,rm->rh rh->rm rf->rm,ipsilateral
IN14A064,907258,14A,L,glutamate,-1,rf|lf,rf,18.3,110.0,6.0,146,0.126,18.3,0.0,0.0,lf->rf,contralateral
INXXX402,803192,XXX (unassigned),L,acetylcholine,1,lh|rh,rh|lh,18.2,31.0,0.0,1188,0.015,18.2,0.0,0.0,lh->rh rh->lh,contralateral
IN14A037,804466,14A,R,glutamate,-1,lh,lh,18.2,318.0,5.0,343,0.053,0.0,18.2,0.0,lm->lh,ipsilateral
IN13A022,806795,13A,L,gaba,-1,lm,lm,18.2,284.0,103.0,616,0.029,8.7,9.2,0.3,lf->lm lm->rm,both
IN04B104,811544,04B,R,acetylcholine,1,rh,rh,18.2,346.0,265.0,351,0.052,0.0,18.2,0.0,rm->rh,ipsilateral
IN19B089,813399,19B,L,acetylcholine,1,lh|rh|lm,rh,18.2,25.0,0.0,254,0.072,13.6,0.0,4.7,lh->rh lm->rh,contralateral
GFC4,813974,-,R,acetylcholine,1,rf,rf,18.2,210.0,19.0,261,0.07,0.0,18.2,0.0,rm->rf rf->rh,ipsilateral
IN03A078,905711,03A,L,acetylcholine,1,lf,lf,18.2,388.0,105.0,532,0.034,0.0,18.2,0.0,lm->lf lf->lm,ipsilateral
IN06A086,907967,06A,R,gaba,-1,lh|lm,lh|lf,18.2,27.0,0.0,489,0.037,0.0,18.2,0.0,lm->lh lh->lf lm->lf,ipsilateral
IN08B083_d,1051573091,08B,R,acetylcholine,1,lh|lm,rm|lm,18.2,20.0,0.0,716,0.025,5.4,3.2,9.6,lh->rm lm->rm lh->lm,both
IN03A036,804067,03A,R,acetylcholine,1,rh,rh,18.1,1058.0,706.0,1116,0.016,0.0,18.1,0.0,rm->rh,ipsilateral
INXXX138,804304,XXX (unassigned),L,acetylcholine,1,lh|lm|rm,lh,18.1,37.0,0.0,1296,0.014,0.0,10.5,7.6,lm->lh rm->lh,both
IN18B034,804743,18B,L,acetylcholine,1,lh|rh,rh|lh,18.1,30.0,0.0,1354,0.013,17.2,0.3,0.7,lh->rh rh->lh,contralateral
IN06A117,809512,06A,R,gaba,-1,rh,rh,18.1,65.0,0.0,581,0.031,13.0,4.5,0.5,lh->rh rh->lh rm->rh,contralateral
IN21A047_e,903932,21A,L,glutamate,-1,lf,lf,18.1,515.0,65.0,534,0.034,18.1,0.0,0.0,rf->lf lf->rf,contralateral
IN08B108,800799,08B,R,acetylcholine,1,lh,rh|lh|rm,18.0,25.0,0.0,590,0.031,13.0,0.0,5.0,lh->rh lh->rm,contralateral
IN00A017,802124,00A,M,unclear,0,lh|rh,lh|rh,18.0,38.0,0.0,742,0.024,15.7,1.1,1.1,lh->rh rh->lh,contralateral
IN20A.22A066,803206,20A/22A,L,acetylcholine,1,lh,lh,18.0,411.0,143.0,579,0.031,0.0,18.0,0.0,lh->lm,ipsilateral
IN23B047,803289,23B,L,acetylcholine,1,lh,lh,18.0,108.0,0.0,658,0.027,13.0,5.0,0.0,lh->rh lh->lm,contralateral
IN23B023,803629,23B,R,acetylcholine,1,rm,rm,18.0,172.0,0.0,995,0.018,0.0,18.0,0.0,rm->rh rm->rf rh->rm,ipsilateral
IN01B010,804007,01B,L,gaba,-1,lm,lm,18.0,1045.0,0.0,1325,0.014,0.0,18.0,0.0,lm->lf,ipsilateral
IN04B032,805688,04B,R,acetylcholine,1,rh,rh,18.0,767.0,262.0,895,0.02,5.0,13.0,0.0,rh->rm rh->lh,ipsilateral
IN23B047,805883,23B,L,acetylcholine,1,lm,lm,18.0,98.0,0.0,670,0.027,0.0,18.0,0.0,lm->lh lm->lf,ipsilateral
IN13B070,806292,13B,R,gaba,-1,lh,lh,18.0,811.0,0.0,906,0.02,0.0,18.0,0.0,lh->lm,ipsilateral
IN14A021,806579,14A,R,glutamate,-1,lh,lh,18.0,578.0,0.0,782,0.023,11.0,7.0,0.0,lh->rh lh->lm,both
IN04B048,806598,04B,R,acetylcholine,1,rh,rh,18.0,510.0,74.0,597,0.03,8.0,10.0,0.0,rh->rm rh->lh,both
IN13B014,806740,13B,R,gaba,-1,lf,lf,18.0,359.0,29.0,823,0.022,18.0,0.0,0.0,lf->rf,contralateral
IN19B053,806767,19B,R,acetylcholine,1,rh,lm|rm|rh,18.0,25.0,0.0,866,0.021,0.0,9.0,9.0,rh->rm rh->lm,both
IN08A029,806880,08A,L,glutamate,-1,lm,lm,18.0,712.0,74.0,722,0.025,0.0,18.0,0.0,lm->lf lm->lh,ipsilateral
IN13A042,807774,13A,R,gaba,-1,rh,rh,18.0,436.0,317.0,447,0.04,4.9,2.9,10.2,lm->rh lh->rh rm->rh,both
IN16B018,807887,16B,L,gaba,-1,lf,lf,18.0,401.0,133.0,407,0.044,18.0,0.0,0.0,lf->rf,contralateral
IN23B087,809266,23B,R,acetylcholine,1,rh,rh,18.0,140.0,0.0,501,0.036,18.0,0.0,0.0,rh->lh,contralateral
IN20A.22A085,809877,20A/22A,L,acetylcholine,1,lm,lm,18.0,266.0,0.0,639,0.028,0.0,18.0,0.0,lm->lf,ipsilateral
IN23B080,810507,23B,R,acetylcholine,1,rm,rm,18.0,136.0,0.0,329,0.055,0.0,18.0,0.0,rm->rh,ipsilateral
IN16B106,810659,16B,L,glutamate,-1,lh,lh|rh,18.0,56.0,0.0,438,0.041,11.0,0.0,7.0,lh->rh lh->rm,both
IN20A.22A063,810862,20A/22A,R,acetylcholine,1,rm,rm,18.0,142.0,0.0,340,0.053,13.0,0.0,5.0,rm->lm rm->lh,contralateral
IN01B084,811273,01B,R,gaba,-1,rh,rh,18.0,153.0,0.0,379,0.047,0.0,0.0,18.0,rh->lf,both
IN20A.22A073,811343,20A/22A,R,acetylcholine,1,rh,rh,18.0,297.0,45.0,307,0.059,9.0,9.0,0.0,rh->rm rh->lh,both
IN02A057,811720,02A,L,glutamate,-1,lf,lf|rf,18.0,57.0,0.0,324,0.056,18.0,0.0,0.0,lf->rf,contralateral
IN09A057,812638,09A,R,gaba,-1,rh,rh,18.0,273.0,44.0,295,0.061,0.0,18.0,0.0,rm->rh rh->rm,ipsilateral
IN14A047,812942,14A,L,glutamate,-1,rm,rm,18.0,301.0,0.0,330,0.055,18.0,0.0,0.0,rm->lm,contralateral
IN09A047,814523,09A,R,gaba,-1,rm,rm|rh,18.0,50.0,0.0,177,0.102,0.0,18.0,0.0,rm->rh rm->rf,ipsilateral
IN14A078,815161,14A,L,glutamate,-1,rf,rf|rm,18.0,43.0,0.0,168,0.107,6.0,12.0,0.0,rf->rm rf->lf,both
IN06A116,815924,06A,R,gaba,-1,rm,rm|lm,18.0,70.0,0.0,531,0.034,12.0,0.0,6.0,rm->lm rm->lh,both
IN03A080,817270,03A,R,acetylcholine,1,rf,rf,18.0,239.0,62.0,266,0.068,0.0,9.0,9.0,rf->rm rf->lh,both
IN13B032,902442,13B,R,gaba,-1,lf,lf,18.0,894.0,42.0,1109,0.016,6.0,12.0,0.0,lf->lh lf->rf,both
INXXX262,903018,XXX (unassigned),L,acetylcholine,1,lh,lh|lm,18.0,42.0,0.0,2927,0.006,0.0,18.0,0.0,lh->lm,ipsilateral
IN20A.22A033,903238,20A/22A,L,acetylcholine,1,lm,lm,18.0,437.0,241.0,502,0.036,0.0,18.0,0.0,lm->lf lm->lh,ipsilateral
IN03A060,904720,03A,R,acetylcholine,1,rm,rm,18.0,910.0,248.0,1022,0.018,0.0,13.0,5.0,rm->rh rm->lh,ipsilateral
IN23B039,905241,23B,L,acetylcholine,1,lm,lm,18.0,131.0,0.0,750,0.024,0.0,18.0,0.0,lm->lh lm->lf,ipsilateral
IN13B089,905408,13B,R,gaba,-1,lh,lh,18.0,148.0,25.0,148,0.122,0.0,18.0,0.0,lh->lm,ipsilateral
IN01B021,906250,01B,R,gaba,-1,rf,rh|rf,18.0,28.0,0.0,91,0.198,0.0,18.0,0.0,rf->rh,ipsilateral
IN20A.22A059,907397,20A/22A,L,acetylcholine,1,lm,lm,18.0,142.0,0.0,565,0.032,0.0,10.0,8.0,lm->lh lm->rh,both
IN23B023,907650,23B,L,acetylcholine,1,lh,lh,18.0,228.0,0.0,1058,0.017,18.0,0.0,0.0,lh->rh,contralateral
"IN19B045,IN19B052",909390,19B,R,acetylcholine,1,lh|rh,lh|rh|rf,18.0,31.0,0.0,916,0.02,13.0,2.5,2.5,rh->lh lh->rh rh->rf,contralateral
IN20A.22A053,909822,20A/22A,L,acetylcholine,1,lm,lm,18.0,583.0,26.0,858,0.021,0.0,18.0,0.0,lm->lh lm->lf,ipsilateral
IN01B061,909848,01B,R,gaba,-1,rh,rh,18.0,194.0,0.0,884,0.02,18.0,0.0,0.0,rh->lh,contralateral
IN20A.22A086,910453,20A/22A,R,acetylcholine,1,rh,rh,18.0,163.0,0.0,291,0.062,13.0,5.0,0.0,rh->lh rh->rm,contralateral
IN09A074,913318,09A,R,gaba,-1,rf,rf,18.0,123.0,0.0,254,0.071,18.0,0.0,0.0,rf->lf,contralateral
IN20A.22A076,940402,20A/22A,L,acetylcholine,1,lf,lf|lh,18.0,57.0,0.0,254,0.071,8.0,10.0,0.0,lf->lh lf->rf,both
IN23B020,944318,23B,L,acetylcholine,1,lf,lf,18.0,159.0,0.0,838,0.021,0.0,18.0,0.0,lf->lm,ipsilateral
IN08A037,804455,08A,L,glutamate,-1,lh,lh,17.9,790.0,476.0,822,0.022,0.0,17.9,0.0,lm->lh lh->lm,ipsilateral
INXXX415,805860,XXX (unassigned),R,gaba,-1,lh|rh,lh|rh,17.9,36.0,0.0,667,0.027,17.9,0.0,0.0,rh->lh lh->rh,contralateral
IN14A076,812985,14A,R,glutamate,-1,lh,lh,17.9,211.0,0.0,296,0.06,0.0,0.0,17.9,rm->lh,both
IN21A096,818063,21A,L,glutamate,-1,lf|lm,lf,17.9,70.0,44.0,70,0.256,0.0,17.9,0.0,lm->lf lf->lm,ipsilateral
IN20A.22A028,910451,20A/22A,R,acetylcholine,1,rm,rm,17.9,339.0,192.0,425,0.042,0.0,5.0,12.9,lh->rm rf->rm,both
IN13A062,911592,13A,R,gaba,-1,rm,rm,17.9,265.0,243.0,270,0.066,0.0,17.9,0.0,rh->rm,ipsilateral
INXXX212,802831,XXX (unassigned),L,acetylcholine,1,lh|rh,lh|rh,17.8,39.0,16.0,2410,0.007,17.8,0.0,0.0,lh->rh rh->lh,contralateral
IN06A042,808935,06A,L,gaba,-1,rm|lh,lh|lm|rm,17.8,25.0,0.0,479,0.037,4.6,1.4,11.8,rm->lh rm->lm,both
IN06B066,809320,06B,R,gaba,-1,lm|lh,lm|lh,17.8,41.0,0.0,554,0.032,0.0,17.8,0.0,lh->lm lm->lh,ipsilateral
IN04B013,903162,04B,R,acetylcholine,1,rf,rf,17.8,227.0,36.0,305,0.058,4.7,12.8,0.3,rm->rf rf->lf,ipsilateral
IN14A055,905752,14A,L,glutamate,-1,rf,rf,17.8,72.0,0.0,153,0.117,9.6,8.2,0.0,lf->rf rm->rf,both
IN13A014,801412,13A,L,gaba,-1,lh,lh,17.7,723.0,227.0,763,0.023,0.0,17.7,0.0,lh->lm lm->lh,ipsilateral
IN06A046,804220,06A,L,gaba,-1,lh|lm,lm|lh|rm,17.7,28.0,0.0,1328,0.013,3.0,10.7,4.0,lh->lm lh->rm lm->lh,both
IN08A011,805779,08A,L,glutamate,-1,lm|lh,lm|rh,17.7,49.0,9.0,846,0.021,2.0,8.7,7.0,lh->lm lm->rh lh->rh,both
IN20A.22A051,936619,20A/22A,L,acetylcholine,1,lh,lh,17.7,171.0,139.0,228,0.077,0.0,17.7,0.0,lh->lm lf->lh,ipsilateral
INXXX402,802004,XXX (unassigned),R,acetylcholine,1,rh|lh,lh,17.6,24.0,0.0,1020,0.017,15.0,0.0,2.6,rh->lh rm->lh,contralateral
IN16B060,806885,16B,R,glutamate,-1,rf,rf,17.6,65.0,0.0,88,0.2,11.5,5.5,0.7,lf->rf rf->lf rh->rf,both
IN11A037_a,809166,11A,R,acetylcholine,1,rm|lh,rm,17.6,66.0,0.0,714,0.025,0.0,0.0,17.6,lh->rm rm->lh,both
IN13B067,812826,13B,L,gaba,-1,rm,rm,17.6,222.0,27.0,253,0.07,0.0,17.6,0.0,rh->rm,ipsilateral
INXXX053,840621,XXX (unassigned),R,gaba,-1,rh,rh,17.6,481.0,114.0,486,0.036,12.6,4.9,0.1,lh->rh rh->rm,contralateral
IN21A035,904037,21A,L,glutamate,-1,lm,lm,17.6,928.0,126.0,957,0.018,0.0,17.6,0.0,lf->lm,ipsilateral
IN04B059,905048,04B,R,acetylcholine,1,rf,rf,17.6,151.0,65.0,151,0.117,0.0,17.6,0.0,rh->rf,ipsilateral
IN17A034,805264,17A,R,acetylcholine,1,rh|rm,rm,17.5,25.0,0.0,823,0.021,0.0,17.5,0.0,rh->rm,ipsilateral
IN20A.22A033,807662,20A/22A,L,acetylcholine,1,lm,lm,17.5,434.0,209.0,510,0.034,0.0,17.5,0.0,lm->lh lm->lf lf->lm,ipsilateral
IN20A.22A067,808574,20A/22A,L,acetylcholine,1,lm,lm,17.5,329.0,82.0,364,0.048,0.0,17.5,0.0,lf->lm,ipsilateral
IN04B090,809123,04B,R,acetylcholine,1,rm,rm,17.5,243.0,46.0,299,0.058,0.0,17.5,0.0,rh->rm rm->rh,ipsilateral
IN21A073,814664,21A,L,glutamate,-1,lm|lf|rm,lm|lf|rf,17.5,24.0,0.0,159,0.11,4.1,8.0,5.4,lm->lf lm->rf lf->lm,both
IN20A.22A016,909345,20A/22A,L,acetylcholine,1,lf,lf,17.5,248.0,5.0,345,0.051,4.9,12.5,0.1,lf->lm lf->rf lm->lf,ipsilateral
IN20A.22A039,804662,20A/22A,R,acetylcholine,1,rm,rm,17.4,377.0,41.0,414,0.042,0.0,17.4,0.0,rf->rm rm->rf,ipsilateral
IN13A040,805823,13A,R,gaba,-1,rh,rh,17.4,319.0,302.0,319,0.055,0.0,17.4,0.0,rm->rh,ipsilateral
IN06B071,806315,06B,R,gaba,-1,lm|lh,lh,17.4,22.0,0.0,1082,0.016,0.0,17.4,0.0,lm->lh,ipsilateral
IN23B032,806687,23B,L,acetylcholine,1,lf,lf,17.4,187.0,0.0,392,0.044,5.4,6.9,5.1,lf->lm rf->lf lf->rm,both
IN17A067,806908,17A,L,acetylcholine,1,lh,lh|rh,17.4,34.0,0.0,578,0.03,5.7,4.5,7.2,lh->rh lh->rf lf->lh,both
IN21A087,904985,21A,L,glutamate,-1,lm|lh,lh,17.4,33.0,33.0,33,0.527,1.8,15.6,0.0,lm->lh rh->lh,ipsilateral
IN04B027,908657,04B,L,acetylcholine,1,lm,lm,17.4,539.0,321.0,573,0.03,0.0,17.4,0.0,lf->lm,ipsilateral
IN06B047,804325,06B,R,gaba,-1,lm|lh,lh|rh,17.3,20.0,0.0,1465,0.012,1.4,10.3,5.6,lm->lh lm->rh,both
IN03A077,807658,03A,L,acetylcholine,1,lh,lh,17.3,232.0,76.0,511,0.034,0.0,17.3,0.0,lm->lh,ipsilateral
INXXX199,1050443274,XXX (unassigned),L,gaba,-1,lh,lh|rh,17.3,38.0,0.0,2832,0.006,16.8,0.3,0.2,lh->rh,contralateral
IN20A.22A030,807520,20A/22A,R,acetylcholine,1,rh,rh,17.2,401.0,268.0,421,0.041,0.0,12.9,4.3,rh->rm rm->rh lf->rh,ipsilateral
INXXX290,800968,XXX (unassigned),L,unclear,0,lh|rh,rh|lm|lh,17.1,28.0,0.0,594,0.029,12.1,2.7,2.3,lh->rh lh->lm rh->lm,contralateral
IN20A.22A009,807996,20A/22A,R,acetylcholine,1,rf,rf,17.1,157.0,86.0,164,0.104,0.0,11.8,5.3,rm->rf lm->rf rh->rf,both
IN10B032,809929,10B,L,acetylcholine,1,lm|lh,lm|rf|rh,17.1,40.0,0.0,277,0.062,1.1,5.1,10.9,lh->lm lm->rh lm->rf,both
IN12B045,814222,12B,L,gaba,-1,rm,rm,17.1,130.0,55.0,145,0.118,0.0,7.1,10.0,lf->rm rh->rm,both
IN23B030,903494,23B,R,acetylcholine,1,rh,rh,17.1,193.0,0.0,977,0.017,8.9,2.1,6.1,rh->lh rh->lf rm->rh,both
IN12A062,934955,12A,L,acetylcholine,1,lm|rh|lh,lm|rm,17.1,26.0,0.0,352,0.049,3.3,5.7,8.1,rh->lm lm->rm lh->lm,both
IN14A011,802303,14A,L,glutamate,-1,rm,rm,17.0,1565.0,108.0,2059,0.008,8.0,0.0,9.0,rm->lh rm->lm,both
"IN21A023,IN21A024",803168,21A,R,glutamate,-1,rh,rh,17.0,1515.0,0.0,1996,0.009,0.0,17.0,0.0,rh->rm,ipsilateral
"IN19B045,IN19B052",803467,19B,L,acetylcholine,1,lh,lf|lh,17.0,34.0,0.0,831,0.02,0.0,17.0,0.0,lh->lf,ipsilateral
IN03A092,804159,03A,L,acetylcholine,1,lh,lh,17.0,409.0,0.0,651,0.026,0.0,17.0,0.0,lh->lm,ipsilateral
IN20A.22A042,804215,20A/22A,R,acetylcholine,1,rm,rm,17.0,542.0,49.0,636,0.027,0.0,0.0,17.0,lf->rm,both
IN00A045,804432,00A,M,gaba,-1,lh|rh,lh|rh,17.0,34.0,0.0,1532,0.011,17.0,0.0,0.0,lh->rh rh->lh,contralateral
IN17A041,804433,17A,L,glutamate,-1,lh,lh,17.0,1359.0,622.0,1443,0.012,17.0,0.0,0.0,lh->rh,contralateral
IN13B027,804500,13B,L,gaba,-1,rh,rh,17.0,586.0,0.0,976,0.017,17.0,0.0,0.0,rh->lh,contralateral
IN13A024,804832,13A,L,gaba,-1,lm,lm,17.0,575.0,0.0,1210,0.014,0.0,17.0,0.0,lm->lh,ipsilateral
INXXX399,805291,XXX (unassigned),R,gaba,-1,rh,rh|lh,17.0,49.0,0.0,1069,0.016,17.0,0.0,0.0,rh->lh,contralateral
IN03A071,806523,03A,L,acetylcholine,1,lm,lm,17.0,778.0,543.0,934,0.018,0.0,17.0,0.0,lm->lh,ipsilateral
"IN20A.22A061,IN20A.22A068",806808,20A/22A,L,acetylcholine,1,lm,lm,17.0,595.0,40.0,837,0.02,0.0,17.0,0.0,lm->lh,ipsilateral
IN23B085,807136,23B,L,acetylcholine,1,lh,lh,17.0,87.0,0.0,705,0.024,6.0,11.0,0.0,lh->lf lh->rh,both
IN20A.22A047,807639,20A/22A,L,acetylcholine,1,lh,lh,17.0,373.0,19.0,419,0.041,0.0,17.0,0.0,lh->lm,ipsilateral
IN16B051,808034,16B,L,glutamate,-1,lh,lh|rh,17.0,56.0,0.0,165,0.103,17.0,0.0,0.0,lh->rh,contralateral
IN14A090,808064,14A,L,glutamate,-1,rh,rh,17.0,477.0,0.0,669,0.025,10.0,7.0,0.0,rh->lh rh->rm,both
"IN20A.22A061,IN20A.22A066",808295,20A/22A,L,acetylcholine,1,lh,lh,17.0,304.0,57.0,451,0.038,0.0,17.0,0.0,lh->lm,ipsilateral
IN16B051,808662,16B,L,glutamate,-1,lh,lh|rh,17.0,48.0,0.0,504,0.034,17.0,0.0,0.0,lh->rh,contralateral
"IN14A042,IN14A047",808740,14A,R,glutamate,-1,lm,lm,17.0,797.0,0.0,865,0.02,0.0,17.0,0.0,lm->lf lm->lh,ipsilateral
IN20A.22A059,808861,20A/22A,L,acetylcholine,1,lm,lm|lh,17.0,86.0,0.0,450,0.038,0.0,17.0,0.0,lm->lh,ipsilateral
IN01B042,809164,01B,L,gaba,-1,lh,lh,17.0,460.0,0.0,749,0.023,0.0,0.0,17.0,lh->rm,both
IN16B075_c,809790,16B,R,glutamate,-1,rm,rm,17.0,364.0,41.0,382,0.045,0.0,17.0,0.0,rm->rh,ipsilateral
IN13A044,810834,13A,L,gaba,-1,lm,lm,17.0,177.0,57.0,306,0.056,11.0,6.0,0.0,lm->rm lm->lh,both
IN19B091,811527,19B,L,acetylcholine,1,lh,rh|lh,17.0,27.0,0.0,333,0.051,17.0,0.0,0.0,lh->rh,contralateral
IN12B058,812206,12B,R,gaba,-1,lf,lf,17.0,163.0,14.0,210,0.081,0.0,17.0,0.0,lf->lm,ipsilateral
