type,bodyId,hemilineage,side,nt,sign,from_legs,to_legs,interleg_syn,leg_out_syn,mn_direct_syn,total_out_syn,frac_interleg,contra_syn,ipsi_syn,diag_syn,top_pairs,class
IN03A094,814067,03A,R,acetylcholine,1,rf,rf|rm,17.0,95.0,9.0,135,0.126,0.0,17.0,0.0,rf->rm,ipsilateral
IN21A037,815501,21A,R,glutamate,-1,rf,rf|rm,17.0,105.0,40.0,152,0.112,0.0,17.0,0.0,rf->rm,ipsilateral
IN14A110,815602,14A,L,glutamate,-1,rh,rh,17.0,171.0,0.0,199,0.085,0.0,17.0,0.0,rh->rm,ipsilateral
IN01B030,816140,01B,R,gaba,-1,rh,rh,17.0,324.0,0.0,491,0.035,9.0,8.0,0.0,rh->lh rh->rm,both
IN13B079,816726,13B,R,gaba,-1,lf,lf|rh,17.0,66.0,0.0,112,0.152,0.0,0.0,17.0,lf->rh,both
IN13A029,833998,13A,R,gaba,-1,rh,rh,17.0,277.0,0.0,649,0.026,11.0,6.0,0.0,rh->lh rh->rm,both
INXXX360,902691,XXX (unassigned),L,gaba,-1,lh,lh,17.0,308.0,0.0,1140,0.015,17.0,0.0,0.0,lh->rh,contralateral
IN10B032,903084,10B,L,acetylcholine,1,lf|lm,lh|lf|lm|rh,17.0,22.0,0.0,265,0.064,0.0,12.0,5.0,lf->lh lf->rh lf->lm,ipsilateral
IN13A013,903339,13A,R,gaba,-1,lh|lm,lh|rh,17.0,31.0,0.0,973,0.017,2.7,12.0,2.3,lm->lh lh->rh lm->rh,ipsilateral
IN04B084,904690,04B,L,acetylcholine,1,lm,lm,17.0,646.0,73.0,828,0.021,12.0,5.0,0.0,lm->rm lm->lf,contralateral
INXXX319,904983,XXX (unassigned),R,gaba,-1,rh,lh|rh,17.0,24.0,0.0,2133,0.008,17.0,0.0,0.0,rh->lh,contralateral
IN04B080,905810,04B,L,acetylcholine,1,lh,lh,17.0,785.0,133.0,982,0.017,17.0,0.0,0.0,lh->rh,contralateral
IN20A.22A018,907016,20A/22A,R,acetylcholine,1,rf,rf,17.0,277.0,223.0,282,0.06,5.0,7.0,5.0,rf->rm rf->lh rf->lf,both
IN14A082,908016,14A,L,glutamate,-1,rh,rh,17.0,372.0,0.0,454,0.037,5.0,12.0,0.0,rh->rm rh->lh,ipsilateral
IN03A071,908343,03A,R,acetylcholine,1,rm,rm,17.0,755.0,518.0,879,0.019,0.0,17.0,0.0,rm->rh,ipsilateral
IN20A.22A018,908754,20A/22A,L,acetylcholine,1,lf,lf,17.0,467.0,400.0,467,0.036,5.0,7.0,5.0,lf->lm lf->rh lf->rf,both
IN03A094,909100,03A,R,acetylcholine,1,rf,rf,17.0,144.0,11.0,168,0.101,12.0,5.0,0.0,rf->lf rf->rm,contralateral
IN06A091,909417,06A,L,gaba,-1,lh,rh|lh,17.0,22.0,0.0,259,0.066,17.0,0.0,0.0,lh->rh,contralateral
IN06A012,802894,06A,L,gaba,-1,lh|lf|rf,lf|rh,16.9,20.0,0.0,1679,0.01,5.6,8.8,2.6,lh->lf lh->rh rf->lf,both
IN09A012,805777,09A,R,gaba,-1,rf|rm,rf,16.9,27.0,0.0,142,0.119,3.9,9.2,3.9,rm->rf lm->rf lf->rf,both
INXXX321,805972,XXX (unassigned),R,acetylcholine,1,rm,rm,16.9,503.0,94.0,655,0.026,0.0,16.9,0.0,rh->rm rm->rh,ipsilateral
IN12B020,808158,12B,R,gaba,-1,lf,lf,16.9,460.0,85.0,504,0.034,0.0,11.9,5.0,lm->lf lf->rh,ipsilateral
IN20A.22A045,808782,20A/22A,R,acetylcholine,1,rm,rm,16.9,300.0,136.0,380,0.045,0.0,7.4,9.6,lf->rm rh->rm,both
IN03A091,809371,03A,R,acetylcholine,1,rm,rm,16.9,385.0,228.0,429,0.039,0.0,16.9,0.0,rh->rm,ipsilateral
IN14A032,810365,14A,R,glutamate,-1,lh,lh,16.8,290.0,34.0,327,0.051,4.8,11.8,0.2,lm->lh lh->rh,ipsilateral
IN12A034,810479,12A,R,acetylcholine,1,rh|rf|rm,rh,16.8,37.0,15.0,1503,0.011,0.0,16.8,0.0,rm->rh rf->rh,ipsilateral
IN11B017_b,811567,11B,R,gaba,-1,rh|rm,rm|lh,16.8,20.0,0.0,291,0.058,5.9,8.8,2.1,rh->rm rh->lh rm->lh,both
IN17A061,905972,17A,L,acetylcholine,1,lf,lf,16.8,337.0,163.0,355,0.047,1.5,15.2,0.1,lf->lm lh->lf,ipsilateral
IN20A.22A045,809733,20A/22A,R,acetylcholine,1,rm,rm,16.7,228.0,105.0,298,0.056,0.0,7.6,9.0,lf->rm rh->rm,both
IN04B031,902792,04B,R,acetylcholine,1,rf,rf,16.7,276.0,103.0,313,0.053,16.7,0.0,0.0,lf->rf,contralateral
IN06A057,812085,06A,R,gaba,-1,lh|lm,lh|lm,16.6,30.0,0.0,267,0.062,3.0,12.7,0.9,lm->lh lh->lm rh->lh,ipsilateral
IN12A064,815576,12A,L,acetylcholine,1,lf|rf,lf,16.6,41.0,0.0,114,0.146,16.6,0.0,0.0,rf->lf lf->rf,contralateral
IN16B077,906475,16B,R,glutamate,-1,rh,rh,16.6,478.0,187.0,518,0.032,0.0,16.6,0.0,rm->rh,ipsilateral
IN03A091,908689,03A,L,acetylcholine,1,lm,lm,16.6,470.0,260.0,500,0.033,0.0,16.6,0.0,lh->lm lm->lh,ipsilateral
IN23B017,805106,23B,L,acetylcholine,1,lf,lf,16.5,137.0,0.0,986,0.017,0.0,16.5,0.0,lf->lm lm->lf,ipsilateral
IN17A049,805719,17A,L,acetylcholine,1,lh|lm,lm,16.5,22.0,0.0,675,0.024,0.0,15.8,0.7,lh->lm lf->lm,ipsilateral
IN05B072_b,807397,05B,R,gaba,-1,rm|lm,lm|rm,16.5,28.0,0.0,622,0.026,13.1,1.2,2.2,rm->lm lm->rm rh->lm,contralateral
IN13A052,808465,13A,L,gaba,-1,lm,lm,16.5,441.0,159.0,477,0.035,0.0,16.5,0.0,lm->lh lm->lf lh->lm,ipsilateral
IN12B030,809575,12B,L,gaba,-1,rf,rf,16.5,191.0,5.0,270,0.061,16.5,0.0,0.0,lf->rf,contralateral
IN01A085,813883,01A,L,acetylcholine,1,rf,rf,16.5,83.0,0.0,151,0.109,16.5,0.0,0.0,lf->rf rf->lf,contralateral
INXXX321,903390,XXX (unassigned),R,acetylcholine,1,rm,rm,16.5,464.0,97.0,584,0.028,0.0,16.5,0.0,rh->rm rm->rf,ipsilateral
IN09A013,804464,09A,R,gaba,-1,rf,rf,16.4,158.0,0.0,765,0.021,8.4,7.6,0.4,lf->rf rf->rm,both
IN08A011,805614,08A,L,glutamate,-1,lm|lh,rh|lm,16.4,21.0,10.0,1018,0.016,4.6,5.4,6.4,lm->rh lh->rh lh->lm,both
INXXX448,812029,XXX (unassigned),L,gaba,-1,lh|rm,lh|rh,16.4,35.0,0.0,315,0.052,9.0,1.7,5.7,rm->lh lh->rh rh->lh,both
IN13A053,807331,13A,L,gaba,-1,lh,lh,16.3,500.0,307.0,515,0.032,0.0,16.3,0.0,lm->lh,ipsilateral
IN06B069,810671,06B,L,gaba,-1,rh|rm,rh|rm,16.3,38.0,0.0,198,0.082,0.0,16.3,0.0,rm->rh rh->rm,ipsilateral
IN06A054,817571,06A,L,gaba,-1,lf|rf|lh,lf|rh,16.3,23.0,7.0,712,0.023,7.6,5.8,2.9,rf->lf lh->lf lf->rh,both
IN23B023,803593,23B,R,acetylcholine,1,rm,rm,16.2,214.0,0.0,884,0.018,0.0,16.2,0.0,rm->rf rh->rm,ipsilateral
IN12B023,807808,12B,R,gaba,-1,lh,lh,16.2,176.0,100.0,181,0.089,3.5,12.6,0.0,lm->lh rh->lh,ipsilateral
IN11A041,810884,11A,L,acetylcholine,1,lh|lm|lf,lh|rm,16.2,26.0,0.0,137,0.118,2.2,8.2,5.8,lm->lh lh->rm lf->lh,both
IN13A054,905597,13A,L,gaba,-1,lh,lh,16.2,568.0,326.0,603,0.027,4.5,11.7,0.0,lm->lh rh->lh,ipsilateral
IN11A035,909181,11A,L,acetylcholine,1,rm|lm|lh,rm|lh|lm,16.2,26.0,5.0,646,0.025,7.3,3.2,5.7,lm->rm rm->lh rm->lm,both
IN14A081,934576,14A,R,glutamate,-1,lf|rf,lf,16.2,72.0,0.0,153,0.106,16.2,0.0,0.0,rf->lf,contralateral
INXXX258,801328,XXX (unassigned),L,gaba,-1,rh|rm,rh|lh,16.1,29.0,0.0,2715,0.006,2.7,11.1,2.3,rm->rh rh->lh rm->lh,both
IN05B033,802429,05B,L,gaba,-1,lf|lm|rf|rm,lm|rm,16.1,22.0,0.0,1430,0.011,5.1,5.9,5.1,lf->lm rm->lm rf->lm,both
IN03A042,804557,03A,L,acetylcholine,1,lh,lh,16.1,1091.0,651.0,1149,0.014,5.6,10.5,0.0,lm->lh rh->lh,both
IN19A120,911964,19A,L,gaba,-1,lf,lf,16.1,181.0,0.0,200,0.08,0.0,10.1,6.0,lm->lf lf->rh,both
IN16B014,801055,16B,R,glutamate,-1,rf,rf,16.0,728.0,340.0,1062,0.015,11.0,5.0,0.0,rf->lf rf->rm,both
IN13B012,801718,13B,R,gaba,-1,lf,lf,16.0,955.0,518.0,965,0.017,8.6,7.3,0.0,rf->lf lm->lf,both
INXXX194,803027,XXX (unassigned),L,glutamate,-1,lf,lf,16.0,1246.0,352.0,1312,0.012,9.0,0.0,7.0,lf->rf lf->rm,both
IN03A046,803636,03A,L,acetylcholine,1,lf,lf,16.0,589.0,202.0,628,0.025,0.0,16.0,0.0,lf->lm,ipsilateral
IN13A024,804006,13A,R,gaba,-1,rm,rm,16.0,237.0,21.0,562,0.028,0.0,16.0,0.0,rm->rh,ipsilateral
INXXX339,804068,XXX (unassigned),R,acetylcholine,1,lh,lh|lm,16.0,53.0,0.0,994,0.016,0.0,16.0,0.0,lh->lm,ipsilateral
IN19B111,804150,19B,R,acetylcholine,1,lh,lh|rf|rh,16.0,28.0,0.0,1256,0.013,6.0,0.0,10.0,lh->rf lh->rh,both
IN01B023_c,804250,01B,L,gaba,-1,lm,lm,16.0,633.0,0.0,1199,0.013,0.0,16.0,0.0,lm->lf,ipsilateral
IN23B025,804523,23B,R,acetylcholine,1,rf,rm|lm|rf,16.0,21.0,0.0,453,0.035,0.0,9.0,7.0,rf->rm rf->lm,both
IN19B111,804675,19B,L,acetylcholine,1,lh,lf|lh,16.0,22.0,0.0,1098,0.015,0.0,16.0,0.0,lh->lf,ipsilateral
INXXX321,805310,XXX (unassigned),R,acetylcholine,1,rh,rh,16.0,448.0,49.0,604,0.026,7.0,9.0,0.0,rh->rm rh->lh,both
IN01B031_b,806082,01B,L,gaba,-1,lh,lh,16.0,432.0,0.0,729,0.022,0.0,16.0,0.0,lh->lm,ipsilateral
IN06A064,806283,06A,L,gaba,-1,lh,rm|lh,16.0,29.0,0.0,1166,0.014,0.0,0.0,16.0,lh->rm,both
IN13B036,806741,13B,L,gaba,-1,rh,rh,16.0,702.0,6.0,870,0.018,0.0,16.0,0.0,rh->rm,ipsilateral
IN00A063,806809,00A,M,gaba,-1,lm,rm|lm,16.0,22.0,0.0,639,0.025,16.0,0.0,0.0,lm->rm,contralateral
IN23B040,807205,23B,R,acetylcholine,1,rf,rf|rm,16.0,44.0,0.0,309,0.052,6.0,10.0,0.0,rf->rm rf->lf,both
IN23B028,807467,23B,R,acetylcholine,1,rf,rf|lf,16.0,51.0,0.0,385,0.042,16.0,0.0,0.0,rf->lf,contralateral
IN23B023,807653,23B,L,acetylcholine,1,lf,lf|rh,16.0,60.0,0.0,355,0.045,0.0,0.0,16.0,lf->rh lf->rm,both
IN06A063,807747,06A,R,glutamate,-1,rh,rh|lh,16.0,34.0,0.0,1017,0.016,16.0,0.0,0.0,rh->lh,contralateral
IN04B048,808073,04B,L,acetylcholine,1,lh,lh,16.0,490.0,90.0,549,0.029,9.0,7.0,0.0,lh->rh lh->lm,both
IN08B085_a,808085,08B,R,acetylcholine,1,rh,lm|rh,16.0,21.0,0.0,478,0.033,0.0,0.0,16.0,rh->lm,both
IN12B062,808315,12B,L,gaba,-1,rf,rf,16.0,158.0,0.0,265,0.06,0.0,16.0,0.0,rf->rm,ipsilateral
IN20A.22A047,808424,20A/22A,R,acetylcholine,1,rh,rh,16.0,332.0,24.0,337,0.047,0.0,16.0,0.0,rh->rm,ipsilateral
IN23B087,808577,23B,L,acetylcholine,1,lm,lm,16.0,144.0,0.0,617,0.026,0.0,16.0,0.0,lm->lh,ipsilateral
IN14A028,809418,14A,L,glutamate,-1,rm,rm,16.0,321.0,6.0,473,0.034,0.0,16.0,0.0,rm->rh,ipsilateral
IN20A.22A021,809646,20A/22A,L,acetylcholine,1,lh,lh,16.0,238.0,48.0,247,0.065,0.0,16.0,0.0,lh->lm,ipsilateral
IN20A.22A085,810238,20A/22A,L,acetylcholine,1,lm,lm,16.0,207.0,7.0,488,0.033,0.0,16.0,0.0,lm->lf,ipsilateral
IN16B101,810240,16B,R,glutamate,-1,rh,rh,16.0,278.0,60.0,294,0.055,0.0,16.0,0.0,rh->rm rm->rh,ipsilateral
IN08A024,810371,08A,R,glutamate,-1,rf,rf,16.0,395.0,0.0,439,0.036,16.0,0.0,0.0,rf->lf,contralateral
IN20A.22A086,810450,20A/22A,L,acetylcholine,1,lh,lh,16.0,196.0,23.0,572,0.028,0.0,16.0,0.0,lh->lm,ipsilateral
IN03A094,810451,03A,L,acetylcholine,1,lf,lf,16.0,293.0,26.0,409,0.039,7.0,9.0,0.0,lf->lm lf->rf,both
IN14A074,810467,14A,L,glutamate,-1,rh,rh,16.0,250.0,0.0,430,0.037,0.0,0.0,16.0,rh->lf,both
IN01B055,811416,01B,R,gaba,-1,rm,rm,16.0,405.0,0.0,590,0.027,0.0,0.0,16.0,rm->lf,both
IN03A097,812690,03A,L,acetylcholine,1,lh,lh,16.0,252.0,0.0,301,0.053,6.0,10.0,0.0,lh->lm lh->rh,both
IN10B038,812706,10B,R,acetylcholine,1,rh,lh|rh,16.0,27.0,0.0,143,0.112,16.0,0.0,0.0,rh->lh,contralateral
IN07B073_f,813871,07B,R,acetylcholine,1,rm,rh|rm|lh,16.0,24.0,8.0,382,0.042,0.0,11.0,5.0,rm->rh rm->lh,both
IN09A090,814696,09A,R,gaba,-1,rh,rh,16.0,136.0,5.0,203,0.079,7.0,9.0,0.0,rh->rm rh->lh,both
IN21A102,815680,21A,R,glutamate,-1,rh,rh|rm,16.0,38.0,0.0,106,0.151,0.0,16.0,0.0,rh->rm,ipsilateral
IN01B025,817254,01B,R,gaba,-1,rm,rm,16.0,411.0,17.0,859,0.019,0.0,16.0,0.0,rm->rh,ipsilateral
IN20A.22A085,817530,20A/22A,L,acetylcholine,1,lf,lf,16.0,157.0,8.0,249,0.064,0.0,0.0,16.0,lf->rh lf->rm,both
IN20A.22A071,902407,20A/22A,L,acetylcholine,1,lf,lf,16.0,239.0,11.0,448,0.036,0.0,16.0,0.0,lf->lh lf->lm,ipsilateral
IN23B039,902917,23B,R,acetylcholine,1,rm,rm,16.0,117.0,0.0,713,0.022,11.0,5.0,0.0,rm->lm rm->rh,both
IN01B064,904134,01B,L,gaba,-1,lf,lf,16.0,267.0,0.0,471,0.034,16.0,0.0,0.0,lf->rf,contralateral
IN12B040,905610,12B,L,gaba,-1,rm,rm,16.0,672.0,397.0,793,0.02,0.0,5.0,11.0,rm->lh rm->rh,both
IN01A043,906236,01A,R,acetylcholine,1,lh,lh|rh,16.0,56.0,0.0,2045,0.008,16.0,0.0,0.0,lh->rh,contralateral
IN03A062_b,906372,03A,L,acetylcholine,1,lf,lf,16.0,293.0,13.0,307,0.052,8.0,0.0,8.0,lf->rh lf->rf,both
IN21A042,906489,21A,R,glutamate,-1,rf,rf,16.0,129.0,60.0,187,0.086,0.0,16.0,0.0,rf->rm,ipsilateral
IN06B079,907275,06B,R,gaba,-1,lh,lh|rm,16.0,34.0,0.0,629,0.025,0.0,0.0,16.0,lh->rm,both
IN01B020,907337,01B,L,gaba,-1,lh,lh,16.0,566.0,0.0,914,0.018,0.0,16.0,0.0,lh->lm,ipsilateral
IN20A.22A050,909127,20A/22A,L,acetylcholine,1,lm,lm,16.0,232.0,6.0,302,0.053,0.0,16.0,0.0,lm->lf,ipsilateral
IN12B058,910768,12B,L,gaba,-1,rf,rf,16.0,118.0,0.0,163,0.098,0.0,16.0,0.0,rf->rm,ipsilateral
IN09A074,911839,09A,R,gaba,-1,rf,rf,16.0,116.0,0.0,307,0.052,11.0,0.0,5.0,rf->lf rf->lm,both
IN14A099,912257,14A,L,glutamate,-1,rm,rm,16.0,339.0,0.0,713,0.022,0.0,16.0,0.0,rm->rh rm->rf,ipsilateral
IN09A061,914632,09A,R,gaba,-1,rf,rf|rm,16.0,40.0,0.0,93,0.172,5.0,11.0,0.0,rf->rm rf->lf,both
IN13B032,933841,13B,L,gaba,-1,rm,rm,16.0,911.0,0.0,1057,0.015,0.0,16.0,0.0,rm->rf,ipsilateral
IN03A031,802695,03A,R,acetylcholine,1,rh,rh,15.9,529.0,179.0,535,0.03,8.2,7.7,0.0,lh->rh rm->rh,both
IN17A032,803011,17A,R,acetylcholine,1,rh,rh|lh,15.9,39.0,0.0,1645,0.01,15.9,0.0,0.0,rh->lh lh->rh,contralateral
IN04B102,811048,04B,L,acetylcholine,1,lf,lf,15.9,279.0,134.0,299,0.053,5.8,0.2,9.9,rh->lf lf->rf,both
IN19B068,908178,19B,L,acetylcholine,1,rh|lh,lh|rh,15.9,31.0,0.0,1842,0.009,15.9,0.0,0.0,rh->lh lh->rh,contralateral
IN11A011,807926,11A,L,acetylcholine,1,lh|lm,lh|rm,15.8,22.0,0.0,555,0.028,3.8,6.5,5.5,lh->rm lm->lh lm->rm,both
IN01B084,811328,01B,R,gaba,-1,rh,rh,15.8,135.0,0.0,385,0.041,15.8,0.0,0.0,lh->rh,contralateral
INXXX303,904010,XXX (unassigned),L,gaba,-1,lf|lh,lh,15.8,30.0,0.0,1620,0.01,0.0,15.8,0.0,lf->lh,ipsilateral
IN11A016,905194,11A,L,acetylcholine,1,lh|lf,lf|lh|rf|rm,15.8,21.0,0.0,370,0.043,0.9,5.8,9.1,lh->lf lh->rm lh->rf,both
IN20A.22A078,911824,20A/22A,R,acetylcholine,1,rm,rm,15.8,202.0,0.0,309,0.051,0.0,0.0,15.8,lf->rm,both
vMS11,805558,-,L,glutamate,-1,lh|rh|lm,rh,15.7,24.0,0.0,1270,0.012,10.2,0.0,5.5,lh->rh lm->rh,both
IN06A109,806958,06A,L,gaba,-1,lh|lm,lh,15.7,50.0,0.0,1047,0.015,1.2,10.7,3.8,lm->lh lh->rm,both
IN13B062,807511,13B,R,gaba,-1,lh,lh,15.7,258.0,16.0,577,0.027,0.0,15.7,0.0,lf->lh,ipsilateral
IN06A096,809852,06A,L,gaba,-1,lm|lh,lh,15.7,24.0,0.0,529,0.03,0.0,15.7,0.0,lm->lh,ipsilateral
INXXX423,908206,XXX (unassigned),L,acetylcholine,1,lh,lh|rh,15.7,61.0,24.0,1030,0.015,15.7,0.0,0.0,lh->rh,contralateral
IN19A056,802915,19A,L,gaba,-1,lm|rm,lm|lh,15.6,25.0,0.0,948,0.016,2.5,10.7,2.3,lm->lh rm->lm rm->lh,both
IN20A.22A005,803258,20A/22A,R,acetylcholine,1,rm,rm,15.6,1030.0,391.0,1182,0.013,15.6,0.0,0.0,lm->rm,contralateral
IN21A077,811717,21A,R,glutamate,-1,rm,rm,15.6,349.0,111.0,441,0.035,0.0,0.0,15.6,lf->rm,both
IN13B097,815443,13B,R,gaba,-1,lm,lm,15.6,231.0,64.0,242,0.064,0.0,15.6,0.0,lf->lm,ipsilateral
IN19A109_b,807187,19A,R,gaba,-1,rm|rh|lf,rm,15.5,31.0,21.0,38,0.408,2.9,6.9,5.7,rh->rm lf->rm lm->rm,both
IN20A.22A041,809079,20A/22A,R,acetylcholine,1,rh,rh,15.5,259.0,46.0,298,0.052,2.5,12.9,0.1,rh->rm lh->rh,ipsilateral
IN03A065,811757,03A,R,acetylcholine,1,rf,rf,15.5,260.0,77.0,260,0.06,0.0,15.5,0.0,rh->rf rf->rm,ipsilateral
IN03B085,813067,03B,R,gaba,-1,lf|rh|rm,rh|lh,15.5,20.0,0.0,286,0.054,2.4,5.6,7.5,lf->rh lf->lh rh->lh,both
IN11B011,905420,11B,L,gaba,-1,lm|lh,lm|lh|rh,15.5,26.0,0.0,1122,0.014,2.3,9.5,3.7,lm->lh lh->lm lm->rh,both
IN04B017,908679,04B,R,acetylcholine,1,rm,rm,15.5,321.0,42.0,617,0.025,15.5,0.0,0.0,lm->rm,contralateral
IN06A109,806449,06A,R,gaba,-1,rh|lh,rh,15.4,51.0,0.0,993,0.016,8.3,7.1,0.0,lh->rh rm->rh,both
IN08A043,808124,08A,R,glutamate,-1,rh,rh,15.4,852.0,679.0,852,0.018,0.0,15.4,0.0,rm->rh,ipsilateral
IN12A064,811980,12A,L,acetylcholine,1,lf|rf|lm,lf|rm,15.4,25.0,0.0,122,0.126,6.8,6.2,2.4,rf->lf lm->lf lf->rm,both
IN23B025,905652,23B,L,acetylcholine,1,lf,lf,15.4,113.0,0.0,631,0.024,8.4,0.6,6.4,rf->lf lf->rm,both
IN21A047_b,906363,21A,L,glutamate,-1,lh,lh,15.4,537.0,0.0,591,0.026,9.9,5.4,0.1,lh->rh lm->lh,both
vMS12_c,906378,-,L,acetylcholine,1,rh,lm|rh,15.4,22.0,0.0,1324,0.012,0.2,0.7,14.5,rh->lm,both
IN00A012,803420,00A,M,gaba,-1,lh|rm|lm|lf,lm|rm,15.3,20.0,0.0,1282,0.012,4.8,6.1,4.4,lh->lm rm->lm lf->lm,both
IN08A031,807977,08A,R,glutamate,-1,rm,rm,15.3,627.0,263.0,657,0.023,0.0,15.3,0.0,rh->rm,ipsilateral
IN08A023,809872,08A,R,glutamate,-1,rm,rm,15.3,240.0,66.0,275,0.055,0.0,15.3,0.0,rh->rm,ipsilateral
IN16B050,810680,16B,L,glutamate,-1,lf,lf,15.3,223.0,17.0,248,0.062,4.5,10.8,0.0,lm->lf rf->lf,ipsilateral
IN08A026,808311,08A,R,glutamate,-1,rm,rm,15.2,741.0,702.0,741,0.021,0.0,15.2,0.0,rh->rm,ipsilateral
IN02A059,808932,02A,R,glutamate,-1,rh|lh,lh|lm|rh,15.2,22.0,0.0,571,0.027,9.2,1.8,4.2,rh->lh rh->lm lh->lm,both
IN06B079,809204,06B,R,gaba,-1,lh|rh,lh|rm,15.2,27.0,0.0,606,0.025,8.2,2.9,4.1,rh->lh lh->rm rh->rm,both
IN20A.22A045,810886,20A/22A,R,acetylcholine,1,rm,rm,15.2,215.0,107.0,269,0.057,0.0,4.2,11.0,lf->rm rh->rm,both
IN11B021_e,817646,11B,R,gaba,-1,rh|rm,rh|rm,15.2,44.0,0.0,274,0.055,0.0,15.2,0.0,rm->rh rh->rm,ipsilateral
IN13A045,805294,13A,L,gaba,-1,lh,lh,15.1,234.0,178.0,241,0.063,3.4,8.4,3.2,lm->lh rh->lh rm->lh,both
IN09B046,807084,09B,L,glutamate,-1,rm|lm,rm|lm|rf,15.1,25.0,0.0,562,0.027,8.1,5.1,1.9,rm->rf rm->lm lm->rm,both
IN12B039,807221,12B,L,gaba,-1,rm,rm,15.1,162.0,0.0,556,0.027,0.3,4.1,10.7,rm->lh rh->rm,both
IN14A032,810847,14A,R,glutamate,-1,lh,lh,15.1,165.0,0.0,187,0.081,8.6,6.1,0.4,lh->rh lm->lh,both
IN13A045,942839,13A,R,gaba,-1,rh,rh,15.1,168.0,150.0,168,0.09,9.8,0.0,5.3,lh->rh lm->rh,both
IN13B014,800797,13B,R,gaba,-1,lm,lm,15.0,1620.0,44.0,2906,0.005,0.0,15.0,0.0,lm->lh,ipsilateral
IN04B031,801581,04B,R,acetylcholine,1,rh,rh,15.0,556.0,207.0,635,0.024,15.0,0.0,0.0,lh->rh rh->lh,contralateral
IN14A090,802645,14A,L,glutamate,-1,rh,rh,15.0,539.0,0.0,934,0.016,0.0,15.0,0.0,rh->rm,ipsilateral
IN13B093,803431,13B,R,gaba,-1,lf,lf,15.0,310.0,115.0,342,0.044,5.0,10.0,0.0,lf->lm lf->rf,both
IN12B031,803647,12B,L,gaba,-1,rh,rh,15.0,342.0,134.0,992,0.015,0.0,15.0,0.0,rh->rm,ipsilateral
IN04B015,805034,04B,R,acetylcholine,1,rf,rf,15.0,534.0,426.0,539,0.028,0.0,15.0,0.0,rh->rf rm->rf,ipsilateral
IN06A094,805144,06A,R,gaba,-1,rm,lh|rm,15.0,24.0,0.0,457,0.033,0.0,0.0,15.0,rm->lh,both
IN09A022,805726,09A,L,gaba,-1,lh,rf|lh,15.0,21.0,0.0,824,0.018,0.0,0.0,15.0,lh->rf,both
IN23B041,806642,23B,R,acetylcholine,1,rf,rf|lf,15.0,42.0,0.0,184,0.082,15.0,0.0,0.0,rf->lf,contralateral
IN01B016,806944,01B,L,gaba,-1,lh,lh,15.0,409.0,0.0,706,0.021,15.0,0.0,0.0,lh->rh,contralateral
IN14A024,808095,14A,R,glutamate,-1,lh,lh,15.0,282.0,0.0,921,0.016,6.0,0.0,9.0,lh->rf lh->rh,both
IN21A047_a,808408,21A,R,glutamate,-1,rh,rh,15.0,535.0,37.0,535,0.028,9.0,6.0,0.0,rh->lh rh->rm,both
IN06B066,808519,06B,R,gaba,-1,lm,lm|lh,15.0,52.0,0.0,791,0.019,0.0,15.0,0.0,lm->lh,ipsilateral
IN17A112,809119,17A,L,acetylcholine,1,rh,rh|rm|lm,15.0,29.0,0.0,663,0.023,0.0,8.0,7.0,rh->rm rh->lm,both
IN19A064,809390,19A,L,gaba,-1,lh,lh,15.0,149.0,10.0,206,0.073,0.0,15.0,0.0,lm->lh,ipsilateral
IN06B079,810298,06B,L,gaba,-1,rh,rh|lh,15.0,56.0,0.0,509,0.029,9.0,0.0,6.0,rh->lh rh->lm,both
IN14A063,810620,14A,L,glutamate,-1,rm,rm,15.0,316.0,0.0,372,0.04,15.0,0.0,0.0,rm->lm,contralateral
IN20A.22A085,810633,20A/22A,L,acetylcholine,1,lm,lm,15.0,244.0,0.0,545,0.028,0.0,15.0,0.0,lm->lf,ipsilateral
IN19B062,810891,19B,L,acetylcholine,1,rh|rm,rh,15.0,30.0,0.0,427,0.035,0.0,15.0,0.0,rm->rh,ipsilateral
IN20A.22A043,810953,20A/22A,L,acetylcholine,1,lm,lm,15.0,437.0,259.0,444,0.034,0.0,15.0,0.0,lm->lf lm->lh,ipsilateral
IN03A097,812076,03A,R,acetylcholine,1,rh,rh,15.0,223.0,20.0,262,0.057,0.0,15.0,0.0,rh->rm,ipsilateral
IN20A.22A089,812336,20A/22A,R,acetylcholine,1,rm,rm,15.0,160.0,0.0,274,0.055,0.0,6.8,8.2,lf->rm rh->rm,both
IN01B068,812436,01B,L,gaba,-1,lh,lh,15.0,329.0,0.0,434,0.035,0.0,0.0,15.0,lh->rm,both
IN08A041,812559,08A,L,glutamate,-1,lm,lm,15.0,343.0,148.0,417,0.036,0.0,15.0,0.0,lm->lh,ipsilateral
IN14A105,812686,14A,L,glutamate,-1,rm,rm,15.0,150.0,0.0,246,0.061,10.0,0.0,5.0,rm->lm rm->lh,both
IN01B078,812803,01B,L,gaba,-1,lh,lh|lm,15.0,37.0,0.0,378,0.04,0.0,15.0,0.0,lh->lm,ipsilateral
IN19B103,813132,19B,R,acetylcholine,1,lh|lm,lh,15.0,60.0,0.0,357,0.042,0.0,15.0,0.0,lm->lh,ipsilateral
IN12B081,814254,12B,R,gaba,-1,lf,lf|lm|rf,15.0,32.0,0.0,126,0.119,5.0,10.0,0.0,lf->lm lf->rf,both
